topsecondlayerid,accessorytypethree,usekitwarmuppants,usewardrobeaccessory,bottomsecondlayertexturevariation,socktexturevariation,shoeid,usekitaccessory,accessorytypeone,accessorytypefour,useplayerarms,gkgloves,sockid,usewardrobesock,useshoe,useplayerlegs,leglength,accessorytypeonevariation,jerseykitid,gkglovetype,usekitgkgloves,gender,useplayershadow,bottomtexturevariation,usekitwarmupjacket,accessorytypefourvariation,outfitarmlength,bottomid,shortskitid,usekitsock,shoedesign,sockskitid,accessorytypethreevariation,topsecondlayertexturevariation,topbasetexturevariation,usekitwarmupbib,outfitid,usekitbottom,topbaseid,bottomsecondlayerid,accessorytypetwovariation,accessorytypetwo
156013,0,0,1,1,0,5513,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7078,0,1,456013,0,0
156014,0,0,1,1,0,5514,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7079,0,1,456014,0,0
156015,0,0,1,1,0,5515,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7080,0,1,456015,0,0
240001,0,0,1,0,0,0,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9001,0,1,0,0,0
140002,0,0,1,1,0,5071,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9002,0,1,440002,0,0
140003,0,0,1,1,0,5072,0,1007,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9003,0,1,440003,0,0
140004,0,0,1,1,0,5073,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9004,0,1,440004,0,0
140004,0,0,1,1,0,5074,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9005,0,1,440004,0,0
140005,0,0,1,1,0,5075,0,1001,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9006,0,1,440005,0,1002
140006,1005,0,1,1,0,5076,0,1003,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9007,0,1,440006,0,1004
250054,801,0,1,0,0,815,0,815,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,70000,0,1,450041,0,0
250054,801,0,1,1,0,815,0,815,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,70001,0,1,450041,0,0
250054,801,0,1,2,0,815,0,815,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,70002,0,1,450041,0,0
250055,865,0,1,0,0,557,0,804,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,70003,0,1,450042,0,803
250055,865,0,1,1,0,557,0,804,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,70004,0,1,450042,0,803
250055,865,0,1,2,0,557,0,804,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,70005,0,1,450042,0,803
250054,878,0,1,0,0,816,0,815,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,70006,0,1,450043,0,0
250054,878,0,1,1,0,816,0,815,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,70007,0,1,450043,0,0
250054,878,0,1,2,0,816,0,815,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,70008,0,1,450043,0,0
250055,877,0,1,0,0,579,0,876,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,70009,0,1,450044,0,0
250055,877,0,1,1,0,579,0,876,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,70010,0,1,450044,0,0
250055,877,0,1,2,0,579,0,876,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,70011,0,1,450044,0,0
250054,801,0,1,0,0,815,0,815,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,70012,0,1,450041,0,0
250054,801,0,1,1,0,815,0,815,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,70013,0,1,450041,0,0
250054,801,0,1,2,0,815,0,815,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,70014,0,1,450041,0,0
250055,865,0,1,0,0,557,0,804,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,70015,0,1,450042,0,803
250055,865,0,1,1,0,557,0,804,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,70016,0,1,450042,0,803
250055,865,0,1,2,0,557,0,804,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,70017,0,1,450042,0,803
250054,878,0,1,0,0,816,0,815,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,70018,0,1,450043,0,0
250054,878,0,1,1,0,816,0,815,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,70019,0,1,450043,0,0
250054,878,0,1,2,0,816,0,815,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,70020,0,1,450043,0,0
250055,877,0,1,0,0,579,0,876,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,70021,0,1,450044,0,0
250055,877,0,1,1,0,579,0,876,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,70022,0,1,450044,0,0
250055,877,0,1,2,0,579,0,876,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,70023,0,1,450044,0,0
250023,0,0,1,0,0,593,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,70300,0,1,450022,0,0
250024,0,0,1,0,0,558,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,70301,0,1,450022,0,0
250022,0,0,1,0,0,860,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,70400,0,1,450007,0,0
250035,0,0,1,0,0,850,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,70401,0,1,450031,0,0
250036,0,0,1,0,0,850,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,70402,0,1,450032,0,0
250052,0,0,1,0,0,902,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,70403,0,1,450010,0,807
250016,0,0,1,0,0,580,0,830,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,70500,0,1,450018,0,0
250018,0,0,1,0,0,600,0,805,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,70501,0,1,450018,0,0
250017,0,0,1,0,0,576,0,832,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,70502,0,1,450017,0,0
250019,0,0,1,0,0,855,0,831,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,70503,0,1,450019,0,0
250002,879,0,1,0,0,901,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,70600,0,1,450002,0,0
250003,880,0,1,0,0,601,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,70601,0,1,450003,0,0
250004,881,0,1,0,0,595,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,70602,0,1,450030,0,0
250005,879,0,1,0,0,596,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,70603,0,1,450005,0,0
250002,879,0,1,1,0,901,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,70604,0,1,450002,0,0
250003,880,0,1,1,0,601,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,70605,0,1,450003,0,0
250004,881,0,1,1,0,595,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,70606,0,1,450030,0,0
250005,879,0,1,1,0,596,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,70607,0,1,450005,0,0
250020,812,0,1,0,0,601,0,835,809,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,71200,0,1,450020,0,813
250021,811,0,1,0,0,851,0,836,809,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,71201,0,1,450021,0,0
250012,0,0,1,0,0,612,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,71300,0,1,450006,0,0
250013,0,0,1,0,0,575,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,71301,0,1,450013,0,0
250014,0,0,1,0,0,555,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,71302,0,1,450015,0,0
250015,0,0,1,0,0,603,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,71303,0,1,450014,0,0
250010,816,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,71500,0,1,450011,0,0
250011,827,0,1,0,0,810,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,71501,0,1,450012,0,0
250033,828,0,1,0,0,850,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,71502,0,1,450028,0,0
250034,829,0,1,0,0,901,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,71503,0,1,450029,0,0
250010,816,0,1,1,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,71504,0,1,450011,0,0
250011,827,0,1,1,0,810,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,71505,0,1,450012,0,0
250033,828,0,1,1,0,850,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,71506,0,1,450028,0,0
250034,829,0,1,1,0,901,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,71507,0,1,450029,0,0
250051,806,0,1,0,0,582,0,864,842,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,71700,0,1,450026,0,0
250001,806,0,1,0,0,558,0,864,842,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,71701,0,1,450001,0,863
250051,806,0,1,1,0,582,0,864,842,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,71702,0,1,450026,0,0
250001,806,0,1,1,0,558,0,864,842,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,71703,0,1,450001,0,863
250051,806,0,1,2,0,582,0,864,842,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,71704,0,1,450026,0,0
250001,806,0,1,2,0,558,0,864,842,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,71705,0,1,450001,0,863
250007,882,0,1,0,0,582,0,833,875,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,71800,0,1,450008,0,868
250008,882,0,1,0,0,601,0,834,875,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,71801,0,1,450009,0,874
250053,870,0,1,0,0,905,0,869,875,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,71802,0,1,450041,0,0
250009,881,0,1,0,0,902,0,872,875,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,71803,0,1,450004,0,871
250007,882,0,1,1,0,582,0,833,875,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,71804,0,1,450008,0,0
250008,882,0,1,1,0,601,0,834,875,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,71805,0,1,450009,0,874
250053,870,0,1,1,0,905,0,869,875,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,71806,0,1,450041,0,0
250009,881,0,1,1,0,902,0,872,875,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,71807,0,1,450004,0,0
250007,882,0,1,2,0,582,0,833,875,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,71808,0,1,450008,0,868
250008,882,0,1,2,0,601,0,834,875,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,71809,0,1,450009,0,874
250053,870,0,1,2,0,905,0,869,875,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,71810,0,1,450041,0,0
250009,881,0,1,2,0,902,0,872,875,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,71811,0,1,450004,0,871
250007,0,0,1,0,0,582,0,833,867,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,71812,0,1,450008,0,868
250008,0,0,1,0,0,601,0,834,808,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,71813,0,1,450009,0,874
250053,870,0,1,0,0,905,0,869,867,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,71814,0,1,450041,0,0
250009,0,0,1,0,0,902,0,872,808,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,71815,0,1,450004,0,871
250056,0,0,1,1,0,734,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,71900,0,1,450015,0,0
250010,816,0,1,0,0,820,0,0,885,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,72000,0,1,450011,0,0
250034,829,0,1,0,0,901,0,0,885,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,72001,0,1,450029,0,0
250057,0,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,72100,0,1,450045,0,0
250058,0,0,1,0,0,627,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,72101,0,1,450046,0,0
250059,0,0,1,1,0,822,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,72102,0,1,450045,0,0
250058,0,0,1,0,0,816,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,72103,0,1,450047,0,0
250061,0,0,1,0,0,817,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,72104,0,1,450048,0,0
250062,0,0,1,0,0,641,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72105,0,1,450049,0,0
250063,0,0,1,0,0,810,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,72106,0,1,450045,0,0
250064,0,0,1,0,0,575,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,72107,0,1,450046,0,0
250065,0,0,1,1,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,72108,0,1,450045,0,0
250066,0,0,1,2,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,72109,0,1,450045,0,0
250027,0,0,1,0,0,904,0,821,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,77010,0,1,450033,0,822
250028,0,0,1,0,0,905,0,823,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,77011,0,1,450023,0,0
250043,0,0,1,0,0,908,0,825,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,77020,0,1,450027,0,0
250032,0,0,1,0,0,908,0,826,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,77021,0,1,450027,0,0
250037,840,0,1,0,0,906,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,77030,0,1,450034,0,0
250038,883,0,1,0,0,906,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,77031,0,1,450034,0,0
250041,854,0,1,0,0,906,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,77040,0,1,450036,0,851
250042,0,0,1,0,0,906,0,823,855,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,77041,0,1,450037,0,853
250039,844,0,1,0,0,909,0,845,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,77050,0,1,450035,0,0
250040,846,0,1,0,0,909,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,77051,0,1,450035,0,847
250025,0,0,1,0,0,904,0,818,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,77060,0,1,450023,0,817
250026,0,0,1,0,0,904,0,820,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,77061,0,1,450024,0,819
250044,0,0,1,0,0,910,0,857,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,77070,0,1,450038,0,0
250045,0,0,1,0,0,904,0,858,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,77071,0,1,450023,0,0
250047,860,0,1,0,0,904,0,859,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,77080,0,1,450039,0,850
250048,0,0,1,0,0,905,0,862,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,77081,0,1,450040,0,823
250049,844,0,1,0,0,909,0,845,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,77090,0,1,450035,0,0
250050,846,0,1,0,0,909,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,77091,0,1,450035,0,847
250029,0,0,1,0,0,906,0,824,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,77100,0,1,450025,0,0
1,0,0,1,2,0,901,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,0,80000,0,100010,400071,0,0
1,0,0,1,0,0,575,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,80001,0,100800,400300,0,0
200070,0,0,1,1,0,822,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,0,80002,0,100020,400070,0,0
1,0,0,1,0,0,600,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,3,0,0,0,300800,0,0,0,0,0,0,8,0,80003,0,100600,1,0,0
122205,0,0,1,0,0,645,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80004,0,1,422040,0,0
1,0,0,1,8,0,814,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80005,0,100011,400070,0,0
1,0,0,1,0,0,627,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80006,0,100800,401525,0,0
1,0,0,1,0,0,827,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,16,0,80007,0,100600,401565,0,0
1,0,0,1,0,0,677,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,15,0,80008,0,100600,401550,0,0
1,0,0,1,0,0,901,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,80009,0,100011,400070,0,0
1,0,0,1,3,0,642,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,55,0,80010,0,100600,401540,0,0
1,0,0,1,0,0,560,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0,80011,0,100600,401530,0,0
200070,0,0,1,2,0,901,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,5,0,80012,0,100011,400070,0,0
1,0,0,1,0,0,626,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,80013,0,103000,401540,0,0
1,0,0,1,5,0,627,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8,0,80014,0,104000,401525,0,0
101560,0,0,1,0,0,861,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80015,0,1,400301,0,0
1,0,0,1,0,0,800,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80016,0,100011,400071,0,0
1,0,0,1,0,0,816,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,80017,0,100800,400300,0,0
101900,0,0,1,0,0,662,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80018,0,1,401525,0,0
101560,0,0,1,0,0,860,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80019,0,1,401550,0,0
1,0,0,1,3,0,626,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,80020,0,101430,400600,0,0
1,0,0,1,0,0,642,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,80021,0,100800,401540,0,0
1,0,0,1,0,0,590,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,80022,0,100600,401520,0,0
1,0,0,1,0,0,647,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,12,0,80023,0,100600,400301,0,0
200100,0,0,1,0,0,621,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,1,12,0,0,0,300800,0,0,0,0,0,14,0,0,80024,0,1,1,0,0
1,0,0,1,0,0,573,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,17,0,80025,0,100600,401575,0,0
1,0,0,1,1,0,810,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0,80026,0,100010,400070,0,0
100903,0,0,1,2,0,860,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,80027,0,1,401525,0,0
1,0,0,1,0,0,653,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80028,0,100602,401565,0,0
1,0,0,1,0,0,810,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,80029,0,100011,400070,0,0
1,0,0,1,0,0,621,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,17,0,0,0,300800,0,0,0,0,0,0,2,0,80030,0,100600,1,0,0
200070,0,0,1,2,0,810,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8,0,0,80031,0,100020,400070,0,0
1,0,0,1,1,0,562,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11,0,80032,0,100600,401540,0,0
1,0,0,1,23,0,644,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,80033,0,101448,400400,0,0
101002,0,0,1,23,0,589,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,80034,0,1,400400,0,0
