firstnameid,lastnameid,playerjerseynameid,commonnameid,role4,role3,gkglovetypecode,role5,role2,role1,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,curve,jerseystylecode,agility,tattooback,accessorycode4,gksavetype,positioning,tattooleftarm,hairtypecode,facepsdlayer0,standingtackle,preferredposition3,longpassing,penalties,animfreekickstartposcode,lipcolor,isretiring,longshots,gkdiving,icontrait2,interceptions,shoecolorcode2,crossing,potential,gkreflexes,finishingcode1,reactions,composure,skinsurfacepack,vision,contractvaliduntil,finishing,dribbling,slidingtackle,accessorycode3,preferredposition5,accessorycolourcode1,headtypecode,driref,sprintspeed,undershortstyle,height,hasseasonaljersey,tattoohead,preferredposition2,strength,shoetypecode,birthdate,preferredposition1,tattooleftleg,skinmakeup,ballcontrol,phypos,shotpower,trait1,socklengthcode,weight,hashighqualityhead,eyedetail,tattoorightarm,icontrait1,balance,gender,headassetid,gkkicking,defspe,internationalrep,preferredposition6,shortpassing,freekickaccuracy,skillmoves,faceposerpreset,artificialkey,usercaneditname,avatarpomid,finishingcode2,aggression,acceleration,paskic,headingaccuracy,iscustomized,preferredposition7,runningcode2,modifier,gkhandling,eyecolorcode,jerseysleevelengthcode,sockstylecode,accessorycolourcode3,accessorycode1,playerjointeamdate,headclasscode,tattoofront,nationality,preferredfoot,sideburnscode,weakfootabilitytypecode,jumping,personality,gkkickstyle,stamina,playerid,accessorycolourcode4,gkpositioning,headvariation,skillmoveslikelihood,trait2,shohan,skintonecode,shortstyle,overallrating,smallsidedshoetypecode,emotion,runstylecode,facepsdlayer1,muscularitycode,skincomplexion,jerseyfit,accessorycode2,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,animpenaltiesstartposcode,pacdiv,defensiveawareness,runningcode1,preferredposition4,volleys,accessorycolourcode2,tattoorightleg,facialhaircolorcode
11125,19138,19138,0,0,0,0,0,0,11,30301,0,21,0,24,0,46,0,0,0,20,0,1318,0,61,-1,29,33,0,0,0,18,12,0,46,0,22,54,15,0,40,41,223101,30,2028,21,24,56,0,-1,0,1001,30,56,0,187,0,0,-1,55,0,152444,5,0,0,27,53,30,0,0,84,0,0,0,0,55,0,31008,10,51,1,-1,31,22,1,0,124,0,0,0,43,64,28,48,0,-1,0,0,12,9,0,1,0,0,161517,1,0,14,1,0,3,53,3,0,58,31008,0,15,0,1,0,23,9,0,49,500,3,0,0,0,1,2,0,0,0,0,5,0,60,45,0,-1,27,0,0,21
39407,24660,24660,0,0,0,0,0,0,11,30301,0,21,243,25,0,46,0,0,0,20,0,1084,0,57,-1,28,38,0,0,0,20,9,0,54,0,26,57,7,0,46,35,223101,25,2028,20,23,59,0,-1,0,3003,30,63,0,179,0,0,-1,56,0,152444,5,0,0,28,55,32,0,0,85,0,0,0,0,60,0,31009,8,53,1,-1,32,24,1,0,125,0,0,0,48,62,28,45,0,-1,0,0,15,9,0,1,0,0,161517,1,0,14,1,0,3,52,4,0,58,31009,0,7,0,1,0,23,6,0,51,500,3,0,0,0,1,2,0,0,0,0,3,0,63,50,0,-1,21,0,0,21
36307,28939,28939,0,0,0,0,0,0,11,30301,0,4,0,24,0,47,0,0,0,25,0,11,0,57,-1,21,35,0,0,0,18,6,0,48,0,23,51,8,0,47,44,223101,33,2028,19,21,60,0,-1,0,18,30,62,0,181,0,0,-1,48,0,152444,5,0,0,28,50,35,0,0,78,0,0,0,0,55,0,31010,8,51,1,-1,25,29,1,0,126,0,0,0,44,58,26,43,0,-1,0,0,11,5,0,1,0,0,161517,1,0,14,1,0,3,37,4,0,63,31010,0,12,0,1,0,24,1,0,48,500,3,0,0,0,1,2,0,0,0,0,1,0,60,47,0,-1,29,0,0,3
20646,8521,8521,0,0,0,0,0,0,11,30301,0,21,28,26,0,44,0,0,0,20,0,97,0,56,-1,29,31,0,0,0,21,6,0,51,0,26,54,6,0,46,41,223101,30,2028,24,23,57,0,-1,0,1015,32,58,0,183,0,0,-1,53,0,152444,5,0,0,32,52,38,0,0,80,0,0,0,0,60,0,31011,13,51,1,-1,33,26,1,0,127,0,0,0,42,62,30,44,0,-1,0,0,13,9,0,1,0,0,161517,1,0,14,1,0,3,44,2,0,58,31011,0,5,0,1,0,26,10,0,49,500,3,0,0,0,1,2,0,0,0,0,3,0,60,47,0,-1,22,0,0,21
39448,38978,38991,38991,0,0,0,0,0,11,30301,0,0,0,24,0,41,0,0,0,29,0,832,0,59,-1,29,31,0,0,0,17,9,0,46,0,29,54,7,0,48,40,223101,31,2028,17,20,56,0,-1,0,500,28,59,0,173,0,0,-1,55,0,152444,5,0,0,25,55,38,0,0,70,0,0,0,0,55,0,31012,9,53,1,-1,33,20,1,0,128,0,0,0,49,55,30,48,0,-1,0,0,10,9,0,1,0,0,161517,1,0,14,1,0,3,49,2,0,59,31012,0,13,0,1,0,23,2,0,50,500,3,0,0,0,1,2,0,0,0,0,2,0,57,52,0,-1,20,0,0,21
25754,27132,27132,0,0,0,0,0,0,11,30301,0,21,29,25,0,47,0,0,0,28,0,1092,0,58,-1,23,37,0,0,0,15,8,0,45,0,24,55,10,0,43,41,223101,30,2028,24,20,59,0,-1,0,605,30,61,0,176,0,0,-1,56,0,152444,5,0,0,31,55,32,0,0,80,0,0,0,0,56,0,31013,12,52,1,-1,31,25,1,0,129,0,0,0,47,60,28,45,0,-1,0,0,13,9,0,1,0,0,161517,1,0,14,1,0,3,51,3,0,59,31013,0,9,0,1,0,24,6,0,50,500,3,0,0,0,1,2,0,0,0,0,3,0,61,50,0,-1,20,0,0,0
19882,12052,12052,0,0,0,0,0,0,11,30301,0,21,259,26,0,46,0,0,0,24,0,267,0,56,-1,21,39,0,0,0,24,13,0,54,0,26,52,7,0,43,40,223101,26,2028,21,20,57,0,-1,0,1010,28,57,0,181,0,0,-1,53,0,152444,5,0,0,25,53,36,0,0,79,0,0,0,0,57,0,31014,13,52,1,-1,32,27,1,0,130,0,0,0,43,63,27,47,0,-1,0,0,15,9,0,1,0,0,161517,1,0,14,1,0,3,49,4,0,63,31014,0,6,0,1,0,26,8,0,49,500,3,0,0,0,1,2,0,0,0,0,1,0,60,46,0,-1,23,0,0,21
24082,9838,9838,0,0,0,0,0,0,11,30301,0,2,0,20,0,40,0,0,0,22,0,178,0,61,-1,25,32,0,0,0,17,10,0,49,0,24,53,5,0,47,39,223101,33,2028,16,29,55,0,-1,0,3514,32,56,0,171,0,0,-1,50,0,152444,5,0,0,26,49,33,0,0,78,0,0,0,0,63,0,31015,7,52,1,-1,29,21,1,0,131,0,0,0,40,60,27,44,0,-1,0,0,11,1,0,1,0,0,161517,1,0,14,1,0,3,42,4,0,56,31015,0,11,0,1,0,21,1,0,48,500,3,0,0,0,1,2,0,0,0,0,2,0,58,47,0,-1,27,0,0,20
3806,4149,4149,0,0,0,0,0,0,11,30301,0,21,0,25,0,40,0,0,0,27,0,1,0,64,-1,22,33,0,0,0,16,5,0,52,0,23,54,14,0,42,37,223101,27,2028,15,29,59,0,-1,0,1521,34,57,0,176,0,0,-1,50,0,152444,5,0,0,32,53,32,0,0,80,0,0,0,0,64,0,31016,10,54,1,-1,33,25,1,0,132,0,0,0,49,61,27,40,0,-1,0,0,10,3,0,1,0,0,161517,1,0,14,1,0,3,42,2,0,63,31016,0,9,0,1,0,21,4,0,50,500,3,0,0,0,1,2,0,0,0,0,3,0,59,48,0,-1,26,0,0,21
5551,3673,3673,0,0,0,0,0,0,11,30301,0,19,244,25,0,44,0,0,0,26,0,277,0,63,-1,21,34,0,0,0,20,6,0,49,0,22,54,13,0,48,36,223101,25,2028,15,20,53,0,-1,0,2506,29,62,0,175,0,0,-1,49,0,152444,5,0,0,27,52,35,0,0,72,0,0,0,0,56,0,31017,13,54,1,-1,26,28,1,0,133,0,0,0,45,64,24,45,0,-1,0,0,14,3,0,1,0,0,161517,1,0,14,1,0,3,45,2,0,63,31017,0,10,0,1,0,22,4,0,50,500,3,0,0,0,1,2,0,0,0,0,2,0,63,52,0,-1,21,0,0,0
11351,36455,36455,0,0,0,0,0,0,11,30301,0,21,47,26,0,47,0,0,0,28,0,4,0,55,-1,29,33,0,0,0,16,12,0,47,0,25,54,13,0,46,42,223101,25,2028,23,21,60,0,-1,0,1001,32,63,0,185,0,0,-1,49,0,152444,5,0,0,34,51,37,0,0,84,0,0,0,0,55,0,31018,15,53,1,-1,28,22,1,0,134,0,0,0,46,64,27,47,0,-1,0,0,6,9,0,1,0,0,161517,1,0,14,1,0,3,46,3,0,58,31018,0,6,0,1,0,25,10,0,50,500,3,0,0,0,1,2,0,0,0,0,6,0,63,54,0,-1,29,0,0,21
31481,33036,33036,0,0,0,0,0,0,11,30301,0,21,243,25,0,46,0,0,0,26,0,1106,0,61,-1,20,37,0,0,0,18,9,0,53,0,25,54,10,0,41,42,223101,34,2028,17,29,56,0,-1,0,602,33,64,0,174,0,0,-1,49,0,152444,5,0,0,26,50,35,0,0,79,0,0,0,0,62,0,31019,9,54,1,-1,26,24,1,0,135,0,0,0,41,57,26,42,0,-1,0,0,8,9,0,1,0,0,161517,1,0,14,1,0,3,37,3,0,63,31019,0,7,0,1,0,23,6,0,49,500,3,0,0,0,1,2,0,0,0,0,1,0,61,50,0,-1,23,0,0,21
38276,15494,15494,0,0,0,0,0,0,11,30301,0,2,0,20,0,49,0,0,0,24,0,157,0,59,-1,23,33,0,0,0,23,15,0,50,0,20,56,8,0,40,40,223101,29,2028,16,29,62,0,-1,0,11,33,64,0,175,0,0,-1,50,0,152444,5,0,0,28,50,38,0,0,81,0,0,0,0,57,0,31020,7,54,1,-1,25,27,1,0,136,0,0,0,45,62,24,46,0,-1,0,0,12,6,0,1,0,0,161517,1,0,14,1,0,3,47,4,0,55,31020,0,12,0,1,0,23,2,0,50,500,3,0,0,0,1,2,0,0,0,0,3,0,63,53,0,-1,20,0,0,20
11686,9605,9608,9608,0,0,0,0,0,11,30301,0,21,0,25,0,43,0,0,0,20,0,153,0,60,-1,25,33,0,0,0,17,6,0,53,0,24,53,6,0,48,41,223101,32,2028,24,22,54,0,-1,0,560,29,57,0,173,0,0,-1,54,0,152444,5,0,0,26,52,33,0,0,72,0,0,0,0,58,0,31021,9,53,1,-1,29,22,1,0,137,0,0,0,44,55,27,42,0,-1,0,0,6,9,0,1,0,0,161517,1,0,14,1,0,3,41,4,0,57,31021,0,7,0,1,0,25,4,0,49,500,3,0,0,0,1,2,0,0,0,0,2,0,56,50,0,-1,22,0,0,21
12258,2409,12255,12255,0,0,0,0,0,11,30301,0,2,0,21,0,43,0,0,0,24,0,3,0,63,-1,21,35,0,0,0,23,6,0,46,0,24,55,7,0,48,38,223101,32,2028,15,27,58,0,-1,0,1546,32,57,0,182,0,0,-1,57,0,152444,5,0,0,26,55,35,0,0,80,0,0,0,0,60,0,31022,8,54,1,-1,31,25,1,0,138,0,0,0,45,64,28,47,0,-1,0,0,11,3,0,1,0,0,161517,1,0,14,1,0,3,53,2,0,59,31022,0,12,0,1,0,22,4,0,51,500,3,0,0,0,1,2,0,0,0,0,2,0,60,52,0,-1,20,0,0,6
12254,25200,25200,0,0,0,0,0,0,11,30301,0,12,0,21,0,42,0,0,0,29,0,165,0,62,-1,27,35,0,0,0,24,9,0,54,0,25,56,13,0,46,44,223101,28,2028,24,26,58,0,-1,0,3520,34,61,0,170,0,0,-1,55,0,152444,5,0,0,34,54,36,0,0,72,0,0,0,0,62,0,31023,6,53,1,-1,33,24,1,0,139,0,0,0,45,58,28,44,0,-1,0,0,12,9,0,1,0,0,161517,1,0,14,1,0,3,46,3,0,60,31023,0,6,0,1,0,27,1,0,51,500,3,0,0,0,1,2,0,0,0,0,9,0,60,45,0,-1,22,0,0,12
36305,12212,12212,0,0,0,0,0,0,11,30301,0,1,259,28,0,49,0,0,0,21,0,84,0,60,-1,26,36,0,0,0,22,9,0,52,0,25,55,7,0,44,40,223101,33,2028,19,21,55,0,-1,0,1552,31,57,0,172,0,0,-1,48,0,152444,5,0,0,30,50,31,0,0,70,0,0,0,0,60,0,31024,7,54,1,-1,28,20,1,0,140,0,0,0,41,62,28,40,0,-1,0,0,10,6,0,1,0,0,161517,1,0,14,1,0,3,39,3,0,63,31024,0,6,0,1,0,23,3,0,49,500,3,0,0,0,1,2,0,0,0,0,1,0,59,52,0,-1,20,0,0,19
13916,22301,22302,22302,0,0,0,0,0,11,30301,0,21,0,29,0,43,0,0,0,25,0,165,0,55,-1,26,35,0,0,0,18,11,0,53,0,29,55,11,0,44,40,223101,25,2028,16,27,53,0,-1,0,502,33,62,0,175,0,0,-1,55,0,152444,5,0,0,33,54,30,0,0,76,0,0,0,0,57,0,31025,13,52,1,-1,34,21,1,0,141,0,0,0,40,61,29,43,0,-1,0,0,13,9,0,1,0,0,161517,1,0,14,1,0,3,46,4,0,64,31025,0,6,0,1,0,21,4,0,49,500,3,0,0,0,1,2,0,0,0,0,1,0,62,52,0,-1,21,0,0,21
33224,9198,9198,0,0,0,0,0,0,11,30301,0,21,0,22,0,40,0,0,0,27,0,419,0,61,-1,27,38,0,0,0,20,11,0,49,0,27,56,10,0,48,37,223101,28,2028,19,25,60,0,-1,0,1013,32,56,0,182,0,0,-1,57,0,152444,5,0,0,33,55,30,0,0,79,0,0,0,0,57,0,31026,14,53,1,-1,27,29,1,0,142,0,0,0,41,62,27,46,0,-1,0,0,9,9,0,1,0,0,161517,1,0,14,1,0,3,52,4,0,61,31026,0,11,0,1,0,23,9,0,51,500,3,0,0,0,1,2,0,0,0,0,2,0,59,49,0,-1,23,0,0,21
4127,8008,8008,0,0,0,0,0,0,11,30301,0,1,0,29,0,45,0,0,0,22,0,1071,0,64,-1,24,32,0,0,0,16,11,0,46,0,21,55,14,0,45,40,223101,26,2028,20,29,57,0,-1,0,2022,34,57,0,174,0,0,-1,55,0,152444,5,0,0,31,56,38,0,0,71,0,0,0,0,61,0,31027,10,53,1,-1,34,23,1,0,143,0,0,0,49,57,28,47,0,-1,0,0,14,1,0,1,0,0,161517,1,0,14,1,0,3,50,2,0,63,31027,0,9,0,1,0,24,1,0,51,500,3,0,0,0,1,2,0,0,0,0,1,0,57,48,0,-1,24,0,0,3
23445,39587,39587,0,0,0,0,0,0,11,30301,0,21,287,24,0,49,0,0,0,22,0,25,0,59,-1,22,31,0,0,0,24,14,0,48,0,25,52,13,0,42,39,223101,25,2028,21,23,53,0,-1,0,1009,30,58,0,184,0,0,-1,57,0,152444,5,0,0,25,55,33,0,0,82,0,0,0,0,59,0,31028,10,51,1,-1,25,22,1,0,144,0,0,0,43,60,24,42,0,-1,0,0,9,9,0,1,0,0,161517,1,0,14,1,0,3,46,2,0,64,31028,0,8,0,1,0,25,6,0,48,500,3,0,0,0,1,2,0,0,0,0,3,0,59,48,0,-1,24,0,0,21
13961,16024,16024,0,0,0,0,0,0,11,30301,0,21,0,29,0,44,0,0,0,23,0,107,0,61,-1,29,30,0,0,0,23,10,0,53,0,21,52,10,0,46,43,223101,32,2028,19,28,58,0,-1,0,532,33,60,0,170,0,0,-1,49,0,152444,5,0,0,27,48,35,0,0,73,0,0,0,0,64,0,31029,8,53,1,-1,34,22,1,0,145,0,0,0,40,58,29,42,0,-1,0,0,8,9,0,1,0,0,161517,1,0,14,1,0,3,38,3,0,56,31029,0,8,0,1,0,24,5,0,49,500,3,0,0,0,1,2,0,0,0,0,9,0,59,48,0,-1,21,0,0,21
39061,9163,9163,0,0,0,0,0,0,11,30301,0,21,27,22,0,44,0,0,0,24,0,0,0,57,-1,23,30,0,0,0,19,13,0,49,0,22,56,14,0,45,43,223101,27,2028,21,23,62,0,-1,0,1004,32,59,0,184,0,0,-1,57,0,152444,5,0,0,34,55,39,0,0,85,0,0,0,0,60,0,31030,12,52,1,-1,30,21,1,0,146,0,0,0,42,57,26,49,0,-1,0,0,15,9,0,1,0,0,161517,1,0,14,1,0,3,51,3,0,64,31030,0,5,0,1,0,25,9,0,50,500,3,0,0,0,1,2,0,0,0,0,2,0,58,45,0,-1,22,0,0,21
28744,18733,18733,0,0,0,0,0,0,11,30301,0,21,36,22,0,43,0,0,0,25,0,1066,0,57,-1,20,38,0,0,0,19,10,0,51,0,20,54,6,0,45,44,223101,33,2028,22,21,56,0,-1,0,1001,32,55,0,178,0,0,-1,49,0,152444,5,0,0,34,50,36,0,0,79,0,0,0,0,64,0,31031,6,53,1,-1,29,24,1,0,147,0,0,0,45,64,26,47,0,-1,0,0,14,9,0,1,0,0,161517,1,0,14,1,0,3,45,4,0,57,31031,0,7,0,1,0,25,4,0,49,500,3,0,0,0,1,2,0,0,0,0,3,0,59,50,0,-1,27,0,0,21
31264,20816,20816,0,0,0,0,0,0,11,30301,0,0,266,24,0,44,0,0,0,24,0,376,0,56,-1,23,36,0,0,0,21,8,0,50,0,28,52,14,0,45,41,223101,34,2028,21,28,55,0,-1,0,1528,32,63,0,186,0,0,-1,51,0,152444,5,0,0,25,51,38,0,0,83,0,0,0,0,60,0,31032,10,51,1,-1,29,26,1,0,148,0,0,0,43,60,29,45,0,-1,0,0,12,9,0,1,0,0,161517,1,0,14,1,0,3,46,2,0,59,31032,0,6,0,1,0,25,4,0,48,500,3,0,0,0,1,2,0,0,0,0,6,0,62,48,0,-1,21,0,0,0
12564,25545,25545,0,0,0,0,0,0,11,30301,0,0,0,26,0,45,0,0,0,25,0,194,0,62,-1,25,37,0,0,0,19,13,0,52,0,23,57,11,0,41,43,223101,29,2028,23,25,60,0,-1,0,1039,32,64,0,178,0,0,-1,54,0,152444,5,0,0,31,53,32,0,0,79,0,0,0,0,64,0,31033,14,55,1,-1,28,20,1,0,149,0,0,0,49,61,26,49,0,-1,0,0,10,9,0,1,0,0,161517,1,0,14,1,0,3,50,2,0,56,31033,0,6,0,1,0,25,7,0,52,500,3,0,0,0,1,2,0,0,0,0,2,0,63,50,0,-1,23,0,0,0
9229,16392,16392,0,0,0,0,0,0,11,30301,0,21,0,25,0,49,0,0,0,23,0,617,0,62,-1,29,37,0,0,0,18,12,0,50,0,25,55,5,0,42,39,223101,26,2028,22,24,60,0,-1,0,540,31,58,0,170,0,0,-1,49,0,152444,5,0,0,27,49,39,0,0,72,0,0,0,0,58,0,31034,15,55,1,-1,33,25,1,0,150,0,0,0,42,57,29,46,0,-1,0,0,10,9,0,1,0,0,161517,1,0,14,1,0,3,43,3,0,55,31034,0,8,0,1,0,26,4,0,50,500,3,0,0,0,1,2,0,0,0,0,9,0,58,53,0,-1,25,0,0,21
39242,39887,39887,0,0,0,0,0,0,11,30301,0,21,0,24,0,49,0,0,0,20,0,552,0,60,-1,26,30,0,0,0,23,7,0,45,0,24,54,14,0,43,41,223101,26,2028,21,26,62,0,-1,0,542,32,60,0,174,0,0,-1,48,0,152444,5,0,0,28,49,36,0,0,75,0,0,0,0,58,0,31035,10,54,1,-1,33,27,1,0,151,0,0,0,42,58,28,44,0,-1,0,0,15,9,0,1,0,0,161517,1,0,14,1,0,3,38,3,0,60,31035,0,7,0,1,0,25,4,0,49,500,3,0,0,0,1,2,0,0,0,0,1,0,59,54,0,-1,29,0,0,21
11889,28543,28543,0,0,0,0,0,0,11,30301,0,6,287,29,0,41,0,0,0,28,0,10,0,58,-1,22,33,0,0,0,16,8,0,48,0,21,54,10,0,49,41,223101,32,2028,20,25,54,0,-1,0,25,32,63,0,185,0,0,-1,56,0,152444,5,0,0,31,54,38,0,0,82,0,0,0,0,61,0,31036,8,51,1,-1,34,20,1,0,152,0,0,0,46,55,28,45,0,-1,0,0,11,1,0,1,0,0,161517,1,0,14,1,0,3,49,4,0,57,31036,0,13,0,1,0,24,2,0,49,500,3,0,0,0,1,2,0,0,0,0,6,0,59,46,0,-1,22,0,0,20
8608,3503,3503,0,0,0,0,0,0,11,30301,0,2,0,25,0,41,0,0,0,29,0,1074,0,60,-1,26,38,0,0,0,24,13,0,54,0,26,55,12,0,48,44,223101,27,2028,18,26,60,0,-1,0,36,31,57,0,186,0,0,-1,51,0,152444,5,0,0,26,51,39,0,0,84,0,0,0,0,64,0,31037,12,55,1,-1,26,23,1,0,153,0,0,0,43,64,26,44,0,-1,0,0,7,5,0,1,0,0,161517,1,0,14,1,0,3,44,4,0,57,31037,0,10,0,1,0,25,1,0,50,500,3,0,0,0,1,2,0,0,0,0,5,0,60,51,0,-1,21,0,0,0
31041,25545,25545,0,0,0,0,0,0,11,30301,0,0,251,29,0,49,0,0,0,24,0,96,0,64,-1,20,35,0,0,0,23,7,0,53,0,24,53,5,0,43,36,223101,33,2028,16,26,55,0,-1,0,1537,33,60,0,170,0,0,-1,50,0,152444,5,0,0,33,49,31,0,0,73,0,0,0,0,57,0,31038,13,55,1,-1,25,23,1,0,154,0,0,0,41,60,26,40,0,-1,0,0,9,3,0,1,0,0,161517,1,0,14,1,0,3,41,2,0,55,31038,0,15,0,1,0,22,5,0,49,500,3,0,0,0,1,2,0,0,0,0,8,0,60,51,0,-1,20,0,0,0
3415,9402,9402,0,0,0,0,0,0,11,30301,0,21,285,29,0,45,0,0,0,29,0,577,0,56,-1,29,39,0,0,0,20,9,0,48,0,29,52,8,0,40,42,223101,31,2028,17,25,57,0,-1,0,1008,33,60,0,174,0,0,-1,50,0,152444,5,0,0,33,51,34,0,0,70,0,0,0,0,61,0,31039,10,52,1,-1,30,25,1,0,155,0,0,0,47,58,30,42,0,-1,0,0,10,9,0,1,0,0,161517,1,0,14,1,0,3,40,2,0,59,31039,0,10,0,1,0,23,9,0,48,500,3,0,0,0,1,2,0,0,0,0,3,0,59,51,0,-1,20,0,0,21
24079,35281,35281,0,0,0,0,0,0,11,30301,0,0,258,23,0,45,0,0,0,24,0,1063,0,60,-1,29,37,0,0,0,20,9,0,52,0,20,55,7,0,48,43,223101,27,2028,21,28,53,0,-1,0,4010,34,64,0,178,0,0,-1,57,0,152444,5,0,0,33,55,34,0,0,74,0,0,0,0,57,0,31040,14,53,1,-1,28,24,1,0,156,0,0,0,41,58,26,41,0,-1,0,0,8,3,0,1,0,0,161517,1,0,14,1,0,3,45,3,0,64,31040,0,10,0,1,0,25,1,0,50,500,3,0,0,0,1,2,0,0,0,0,1,0,61,50,0,-1,28,0,0,0
30935,12726,12729,12729,0,0,0,0,0,11,30301,0,21,0,24,0,47,0,0,0,25,0,923,0,56,-1,28,35,0,0,0,21,12,0,53,0,23,55,8,0,42,42,223101,34,2028,21,29,53,0,-1,0,520,34,59,0,182,0,0,-1,49,0,152444,5,0,0,30,51,37,0,0,79,0,0,0,0,58,0,31041,14,53,1,-1,28,25,1,0,157,0,0,0,46,60,28,41,0,-1,0,0,5,9,0,1,0,0,161517,1,0,14,1,0,3,39,4,0,62,31041,0,6,0,1,0,25,4,0,49,500,3,0,0,0,1,2,0,0,0,0,1,0,59,54,0,-1,23,0,0,21
14071,37054,37054,0,0,0,0,0,0,11,30301,0,27,0,24,0,47,0,0,0,27,0,1061,0,56,-1,24,35,0,0,0,24,12,0,45,0,23,54,10,0,47,35,223101,30,2028,23,29,58,0,-1,0,2006,33,60,0,170,0,0,-1,50,0,152444,5,0,0,28,53,33,0,0,71,0,0,0,0,55,0,31042,10,52,1,-1,33,22,1,0,158,0,0,0,49,63,28,47,0,-1,0,0,10,3,0,1,0,0,161517,1,0,14,1,0,3,48,4,0,64,31042,0,7,0,1,0,26,1,0,49,500,3,0,0,0,1,2,0,0,0,0,8,0,61,51,0,-1,26,0,0,12
17955,33817,33817,0,0,0,0,0,0,11,30301,0,0,248,27,0,47,0,0,0,23,0,264,0,63,-1,26,32,0,0,0,21,14,0,50,0,28,54,13,0,44,35,223101,27,2028,15,24,59,0,-1,0,525,32,61,0,185,0,0,-1,55,0,152444,5,0,0,34,53,34,0,0,82,0,0,0,0,55,0,31043,10,53,1,-1,27,21,1,0,159,0,0,0,41,57,27,45,0,-1,0,0,9,3,0,1,0,0,161517,1,0,14,1,0,3,49,2,0,61,31043,0,8,0,1,0,22,5,0,50,500,3,0,0,0,1,2,0,0,0,0,5,0,59,47,0,-1,20,0,0,0
16012,18720,18720,0,0,0,0,0,0,11,30301,0,21,288,29,0,45,0,0,0,24,0,1076,0,56,-1,24,36,0,0,0,23,15,0,54,0,21,55,5,0,42,38,223101,25,2028,23,26,58,0,-1,0,1012,32,64,0,176,0,0,-1,49,0,152444,5,0,0,30,51,31,0,0,74,0,0,0,0,58,0,31044,8,53,1,-1,34,21,1,0,160,0,0,0,46,56,27,48,0,-1,0,0,8,9,0,1,0,0,161517,1,0,14,1,0,3,43,2,0,62,31044,0,12,0,1,0,25,10,0,50,500,3,0,0,0,1,2,0,0,0,0,3,0,60,48,0,-1,23,0,0,21
36911,39199,39199,0,0,0,0,0,0,11,30301,0,3,0,25,0,40,0,0,0,23,0,77,0,57,-1,24,36,0,0,0,23,8,0,46,0,20,54,6,0,41,39,223101,34,2028,23,26,60,0,-1,0,608,31,59,0,189,0,0,-1,57,0,152444,5,0,0,29,53,36,0,0,80,0,0,0,0,55,0,31045,12,52,1,-1,29,29,1,0,161,0,0,0,41,64,27,49,0,-1,0,0,9,9,0,1,0,0,161517,1,0,14,1,0,3,54,3,0,56,31045,0,10,0,1,0,26,4,0,50,500,3,0,0,0,1,2,0,0,0,0,6,0,61,50,0,-1,21,0,0,3
25829,1228,1228,0,0,0,0,0,0,11,30301,0,21,28,21,0,47,0,0,0,23,0,635,0,61,-1,23,35,0,0,0,19,13,0,54,0,20,54,6,0,46,41,223101,32,2028,24,26,55,0,-1,0,605,32,61,0,190,0,0,-1,51,0,152444,5,0,0,28,52,30,0,0,85,0,0,0,0,61,0,31046,9,55,1,-1,31,21,1,0,162,0,0,0,44,57,27,43,0,-1,0,0,15,9,0,1,0,0,161517,1,0,14,1,0,3,41,3,0,64,31046,0,9,0,1,0,25,6,0,50,500,3,0,0,0,1,2,0,0,0,0,5,0,59,54,0,-1,23,0,0,21
533,13271,13271,0,0,0,0,0,0,11,30301,0,0,46,29,0,46,0,0,0,22,0,543,0,64,-1,21,32,0,0,0,22,8,0,47,0,22,53,7,0,42,37,223101,25,2028,18,21,56,0,-1,0,518,28,60,0,185,0,0,-1,55,0,152444,5,0,0,25,53,37,0,0,77,0,0,0,0,58,0,31047,10,52,1,-1,34,26,1,0,163,0,0,0,47,60,27,40,0,-1,0,0,7,9,0,1,0,0,161517,1,0,14,1,0,3,45,4,0,56,31047,0,14,0,1,0,24,6,0,49,500,3,0,0,0,1,2,0,0,0,0,4,0,60,47,0,-1,20,0,0,0
4336,37593,37593,0,0,0,0,0,0,11,30301,0,20,27,23,0,44,0,0,0,26,0,698,0,57,-1,26,39,0,0,0,15,7,0,48,0,26,54,10,0,40,38,223101,26,2028,19,28,54,0,-1,0,1546,34,56,0,190,0,0,-1,57,0,152444,5,0,0,33,54,39,0,0,86,0,0,0,0,61,0,31048,10,51,1,-1,32,21,1,0,164,0,0,0,43,62,28,49,0,-1,0,0,5,3,0,1,0,0,161517,1,0,14,1,0,3,53,2,0,57,31048,0,13,0,1,0,24,6,0,49,500,3,0,0,0,1,2,0,0,0,0,6,0,59,48,0,-1,29,0,0,20
33705,34362,34362,0,0,0,0,0,0,11,30301,0,21,245,29,0,42,0,0,0,22,0,280,0,56,-1,24,30,0,0,0,22,7,0,54,0,25,54,7,0,43,39,223101,27,2028,20,23,58,0,-1,0,1004,31,55,0,195,0,0,-1,56,0,152444,5,0,0,31,54,38,0,0,89,0,0,0,0,59,0,31049,14,54,1,-1,32,23,1,0,165,0,0,0,46,63,28,45,0,-1,0,0,9,9,0,1,0,0,161517,1,0,14,1,0,3,52,2,0,55,31049,0,9,0,1,0,25,9,0,51,500,3,0,0,0,1,2,0,0,0,0,5,0,59,53,0,-1,20,0,0,21
